HEADER.PURCHASEORDERID,PURCHASEORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
300000701,10,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-05-04
300000701,20,HT-1071,,ZAR,97.22,81.7,15.52,1,EA,2015-07-08
300000702,10,HT-6121,,EUR,224.91,189,35.91,3,EA,2015-11-06
300000702,20,HT-1073,,EUR,28.56,24,4.56,1,EA,2015-04-08
300000703,10,HT-6122,,USD,596.19,501,95.19,3,EA,2015-05-04
300000703,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2015-08-16
300000704,10,HT-1072,,USD,240.86,202.4,38.46,2,EA,2015-03-25
300000704,20,HT-6122,,USD,198.73,167,31.73,1,EA,2015-04-29
300000705,10,HT-6102,,CNY,1057.91,889,168.91,1,EA,2015-05-30
300000705,20,HT-1083,,CNY,1237.6,1040,197.6,2,EA,2015-12-20
300000706,10,HT-1090,,EUR,139.23,117,22.23,3,EA,2015-07-26
300000706,20,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-06-22
300000707,10,HT-6110,,ARS,309.4,260,49.4,2,EA,2015-12-31
300000707,20,HT-1082,,ARS,603.33,507,96.33,3,EA,2015-03-27
300000708,10,HT-6101,,DKK,1616.02,1358,258.02,2,EA,2014-12-16
300000708,20,HT-1085,,DKK,3567.62,2998,569.62,2,EA,2015-08-11
300000709,10,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-09-17
300000709,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-12-11
300000710,10,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-01-08
300000710,20,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-08-01
300000711,10,HT-6110,,ARS,154.7,130,24.7,1,EA,2015-09-20
300000711,20,HT-1082,,ARS,603.33,507,96.33,3,EA,2015-03-23
300000712,10,HT-6121,,EUR,149.94,126,23.94,2,EA,2015-03-21
300000712,20,HT-1073,,EUR,57.12,48,9.12,2,EA,2015-04-25
300000713,10,HT-1072,,USD,120.43,101.2,19.23,1,EA,2015-06-16
300000713,20,HT-6122,,USD,596.19,501,95.19,3,EA,2015-04-13
300000714,10,HT-6122,,USD,198.73,167,31.73,1,EA,2015-09-03
300000714,20,HT-1072,,USD,240.86,202.4,38.46,2,EA,2015-04-30
300000715,10,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2015-11-28
300000715,20,HT-1083,,CNY,1237.6,1040,197.6,2,EA,2015-04-29
300000716,10,HT-1082,,ARS,402.22,338,64.22,2,EA,2015-05-15
300000716,20,HT-6110,,ARS,154.7,130,24.7,1,EA,2015-05-08
300000717,10,HT-6121,,EUR,74.97,63,11.97,1,EA,2014-12-28
300000717,20,HT-1073,,EUR,57.12,48,9.12,2,EA,2015-10-13
300000718,10,HT-6123,,ZAR,1067.43,897,170.43,3,EA,2015-03-12
300000718,20,HT-1071,,ZAR,291.67,245.1,46.57,3,EA,2014-12-31
300000719,10,HT-6101,,DKK,2424.03,2037,387.03,3,EA,2015-11-14
300000719,20,HT-1085,,DKK,1783.81,1499,284.81,1,EA,2015-09-18
300000720,10,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-11-09
300000720,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-07-27
300000721,10,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-06-08
300000721,20,HT-6123,,ZAR,355.81,299,56.81,1,EA,2015-07-22
300000722,10,HT-6122,,USD,596.19,501,95.19,3,EA,2015-07-15
300000722,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2015-01-11
300000723,10,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2015-05-20
300000723,20,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-11-12
300000724,10,HT-6121,,EUR,224.91,189,35.91,3,EA,2014-12-14
300000724,20,HT-1073,,EUR,85.68,72,13.68,3,EA,2015-09-03
300000725,10,HT-1090,,EUR,46.41,39,7.41,1,EA,2015-02-27
300000725,20,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2014-12-27
300000726,10,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-11-21
300000726,20,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-11-10
300000727,10,HT-1090,,EUR,139.23,117,22.23,3,EA,2015-08-10
300000727,20,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-04-13
300000728,10,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-10-18
300000728,20,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2015-02-06
300000729,10,HT-6110,,ARS,309.4,260,49.4,2,EA,2015-11-09
300000729,20,HT-1082,,ARS,201.11,169,32.11,1,EA,2015-06-20
300000730,10,HT-1072,,USD,120.43,101.2,19.23,1,EA,2014-12-15
300000730,20,HT-6122,,USD,397.46,334,63.46,2,EA,2015-06-03
300000731,10,HT-6110,,ARS,464.1,390,74.1,3,EA,2015-07-25
300000731,20,HT-1082,,ARS,201.11,169,32.11,1,EA,2015-01-25
300000732,10,HT-1072,,USD,240.86,202.4,38.46,2,EA,2015-06-07
300000732,20,HT-6122,,USD,596.19,501,95.19,3,EA,2015-07-19
300000733,10,HT-1085,,DKK,3567.62,2998,569.62,2,EA,2015-01-26
300000733,20,HT-6101,,DKK,1616.02,1358,258.02,2,EA,2015-07-24
300000734,10,HT-1090,,EUR,92.82,78,14.82,2,EA,2014-12-16
300000734,20,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-10-06
300000735,10,HT-6123,,ZAR,711.62,598,113.62,2,EA,2014-12-13
300000735,20,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-07-16
300000736,10,HT-1090,,EUR,46.41,39,7.41,1,EA,2015-12-14
300000736,20,HT-2002,,EUR,3048.74,2561.97,486.77,3,EA,2015-07-14
300000737,10,HT-1073,,EUR,57.12,48,9.12,2,EA,2015-01-03
300000737,20,HT-6121,,EUR,149.94,126,23.94,2,EA,2015-06-07
300000738,10,HT-6122,,USD,198.73,167,31.73,1,EA,2015-04-10
300000738,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2015-01-31
300000739,10,HT-1072,,USD,120.43,101.2,19.23,1,EA,2015-11-16
300000739,20,HT-6122,,USD,397.46,334,63.46,2,EA,2015-08-11
300000740,10,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-01-07
300000740,20,HT-6102,,CNY,2115.82,1778,337.82,2,EA,2015-08-06
300000741,10,HT-6110,,ARS,309.4,260,49.4,2,EA,2015-02-27
300000741,20,HT-1082,,ARS,201.11,169,32.11,1,EA,2015-12-04
300000742,10,HT-1071,,ZAR,97.22,81.7,15.52,1,EA,2015-11-02
300000742,20,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-04-13
300000743,10,HT-1073,,EUR,85.68,72,13.68,3,EA,2015-07-05
300000743,20,HT-6121,,EUR,224.91,189,35.91,3,EA,2015-01-04
300000744,10,HT-1085,,DKK,5351.43,4497,854.43,3,EA,2015-03-01
300000744,20,HT-6101,,DKK,808.01,679,129.01,1,EA,2014-12-05
300000745,10,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-03-25
300000745,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-11-27
300000746,10,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-03-08
300000746,20,HT-6123,,ZAR,355.81,299,56.81,1,EA,2015-04-10
300000747,10,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2014-12-29
300000747,20,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2015-12-14
300000748,10,HT-6122,,USD,596.19,501,95.19,3,EA,2015-08-01
300000748,20,HT-1072,,USD,361.28,303.6,57.68,3,EA,2015-08-07
300000749,10,HT-6121,,EUR,224.91,189,35.91,3,EA,2015-03-25
300000749,20,HT-1073,,EUR,85.68,72,13.68,3,EA,2015-09-27
300000750,10,HT-1000,,EUR,1137.64,956,181.64,1,EA,2015-05-26
300000750,20,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-06-07
300000751,10,HT-1100,,USD,213.96,179.8,34.16,2,EA,2015-09-24
300000751,20,HT-2026,,USD,35.69,29.99,5.7,1,EA,2014-12-14
300000752,10,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-12-14
300000752,20,HT-1010,,EUR,2378.81,1999,379.81,1,EA,2015-12-23
300000753,10,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-05-01
300000753,20,HT-1603,,JPY,6069,5100,969,3,EA,2015-11-14
300000754,10,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-06-06
300000754,20,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-10-23
300000755,10,HT-1601,,MXN,1071,900,171,1,EA,2015-11-02
300000755,20,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-07-29
300000756,10,HT-1003,,EUR,5890.5,4950,940.5,3,EA,2015-08-03
300000756,20,HT-1101,,EUR,95.08,79.9,15.18,1,EA,2015-12-08
300000757,10,HT-1007,,USD,1187.62,998,189.62,2,EA,2015-11-05
300000757,20,HT-1102,,USD,246.33,207,39.33,3,EA,2015-09-19
300000758,10,HT-1600,,ARS,1428,1200,228,2,EA,2015-08-15
300000758,20,HT-1022,,ARS,487.9,410,77.9,2,EA,2015-03-04
300000759,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-07-24
300000759,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-07-15
300000760,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-09-24
300000760,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-04-04
300000761,10,HT-1007,,USD,593.81,499,94.81,1,EA,2015-09-15
300000761,20,HT-1102,,USD,246.33,207,39.33,3,EA,2014-12-13
300000762,10,HT-1103,,EUR,183.26,154,29.26,2,EA,2014-12-22
300000762,20,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-07-08
300000763,10,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-03-20
300000763,20,HT-1603,,JPY,6069,5100,969,3,EA,2015-08-21
300000764,10,HT-1603,,JPY,2023,1700,323,1,EA,2014-12-20
300000764,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-01-02
300000765,10,HT-1601,,MXN,3213,2700,513,3,EA,2015-03-09
300000765,20,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-05-30
300000766,10,HT-2001,,USD,1070.98,899.98,171,2,EA,2015-12-01
300000766,20,HT-1007,,USD,593.81,499,94.81,1,EA,2015-08-17
300000767,10,HT-2000,,EUR,297.49,249.99,47.5,1,EA,2015-09-02
300000767,20,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-10-26
300000768,10,HT-1100,,USD,320.94,269.7,51.24,3,EA,2015-08-21
300000768,20,HT-2026,,USD,107.06,89.97,17.09,3,EA,2014-12-29
300000769,10,HT-1600,,ARS,2142,1800,342,3,EA,2015-03-15
300000769,20,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-09-13
300000770,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-05-22
300000770,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-10-15
300000771,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-06-01
300000771,20,HT-1002,,USD,1868.3,1570,298.3,1,EA,2015-11-28
300000772,10,HT-1603,,JPY,6069,5100,969,3,EA,2015-12-01
300000772,20,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2015-02-23
300000773,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-07-31
300000773,20,HT-1601,,MXN,3213,2700,513,3,EA,2015-07-31
300000774,10,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-05-19
300000774,20,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2015-01-26
300000775,10,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-12-26
300000775,20,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-09-26
300000776,10,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-08-03
300000776,20,HT-2025,,EUR,53.54,44.99,8.55,1,EA,2015-09-05
300000777,10,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-06-15
300000777,20,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-02-25
300000778,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-08-17
300000778,20,HT-1601,,MXN,3213,2700,513,3,EA,2014-12-11
300000779,10,HT-1007,,USD,1187.62,998,189.62,2,EA,2015-07-20
300000779,20,HT-1102,,USD,82.11,69,13.11,1,EA,2015-10-05
300000780,10,HT-1603,,JPY,2023,1700,323,1,EA,2015-12-01
300000780,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-05-09
300000781,10,HT-1007,,USD,1781.43,1497,284.43,3,EA,2015-07-16
300000781,20,HT-1102,,USD,82.11,69,13.11,1,EA,2015-11-29
300000782,10,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-11-18
300000782,20,HT-1104,,JPY,196.35,165,31.35,3,EA,2014-12-10
300000783,10,HT-1600,,ARS,1428,1200,228,2,EA,2015-11-03
300000783,20,HT-1022,,ARS,487.9,410,77.9,2,EA,2015-04-04
300000784,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-10-15
300000784,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-08-06
300000785,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-06-06
300000785,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-09-23
300000786,10,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-07-14
300000786,20,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2015-07-04
300000787,10,HT-1103,,EUR,183.26,154,29.26,2,EA,2015-03-28
300000787,20,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-09-27
300000788,10,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-12-06
300000788,20,HT-1603,,JPY,6069,5100,969,3,EA,2015-06-23
300000789,10,HT-1603,,JPY,2023,1700,323,1,EA,2015-11-06
300000789,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-12-08
300000790,10,HT-1601,,MXN,3213,2700,513,3,EA,2015-01-17
300000790,20,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-01-19
300000791,10,HT-2001,,USD,1070.98,899.98,171,2,EA,2015-07-11
300000791,20,HT-1007,,USD,593.81,499,94.81,1,EA,2015-12-31
300000792,10,HT-2026,,USD,35.69,29.99,5.7,1,EA,2015-04-18
300000792,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-04-25
300000793,10,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-12-07
300000793,20,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-09-06
300000794,10,HT-1600,,ARS,2142,1800,342,3,EA,2015-04-05
300000794,20,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-12-21
300000795,10,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-10-26
300000795,20,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-10-17
300000796,10,HT-1100,,USD,213.96,179.8,34.16,2,EA,2015-11-13
300000796,20,HT-2026,,USD,35.69,29.99,5.7,1,EA,2015-05-13
300000797,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-11-24
300000797,20,HT-1601,,MXN,3213,2700,513,3,EA,2015-08-30
300000798,10,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2015-02-08
300000798,20,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-11-27
300000799,10,HT-1103,,EUR,274.89,231,43.89,3,EA,2014-12-07
300000799,20,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-10-03
300000800,10,HT-1061,,EUR,8.33,7,1.33,1,EA,2015-12-09
300000800,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-11-20
300000801,10,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-01-11
300000801,20,HT-1502,,EUR,29750,25000,4750,1,EA,2015-03-12
300000802,10,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-04-20
300000802,20,HT-1210,,EUR,2854.81,2399,455.81,1,EA,2015-06-23
300000803,10,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-07-21
300000803,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-10-22
300000804,10,HT-1501,,JPY,35700,30000,5700,2,EA,2015-10-18
300000804,20,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-10-02
300000805,10,HT-1051,,USD,117.81,99,18.81,1,EA,2014-12-18
300000805,20,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-05-09
300000806,10,HT-1500,,EUR,17850,15000,2850,3,EA,2015-10-13
300000806,20,HT-1055,,EUR,117.81,99,18.81,1,EA,2015-06-11
300000807,10,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-12-10
300000807,20,HT-1120,,EUR,928.2,780,148.2,3,EA,2015-08-27
300000808,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-02-08
300000808,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-07-17
300000809,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-01-12
300000809,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-08-11
300000810,10,HT-1502,,EUR,59500,50000,9500,2,EA,2015-03-09
300000810,20,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-02-12
300000811,10,HT-1042,,EUR,415.31,349,66.31,1,EA,2015-11-01
300000811,20,HT-1120,,EUR,928.2,780,148.2,3,EA,2015-05-01
300000812,10,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-09-15
300000812,20,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-09-25
300000813,10,HT-1501,,JPY,17850,15000,2850,1,EA,2015-11-18
300000813,20,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-03-21
300000814,10,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-01-27
300000814,20,HT-1501,,JPY,35700,30000,5700,2,EA,2015-02-18
300000815,10,HT-1051,,USD,353.43,297,56.43,3,EA,2015-07-18
300000815,20,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-05-09
300000816,10,HT-1120,,EUR,618.8,520,98.8,2,EA,2015-04-22
300000816,20,HT-1042,,EUR,415.31,349,66.31,1,EA,2015-02-16
300000817,10,HT-1052,,EUR,202.3,170,32.3,1,EA,2015-08-20
300000817,20,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-10-02
300000818,10,HT-1060,,EUR,32.13,27,5.13,3,EA,2015-11-02
300000818,20,HT-1502,,EUR,89250,75000,14250,3,EA,2015-12-03
300000819,10,HT-1061,,EUR,24.99,21,3.99,3,EA,2015-01-22
300000819,20,HT-6130,,EUR,1736.21,1459,277.21,1,EA,2015-07-04
300000820,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-07-29
300000820,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-03-03
300000821,10,HT-1502,,EUR,59500,50000,9500,2,EA,2015-04-10
300000821,20,HT-1060,,EUR,10.71,9,1.71,1,EA,2015-01-25
300000822,10,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-01-03
300000822,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-01-22
300000823,10,HT-1051,,USD,353.43,297,56.43,3,EA,2015-10-06
300000823,20,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-10-08
300000824,10,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-01-11
300000824,20,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-03-13
300000825,10,HT-1500,,EUR,5950,5000,950,1,EA,2014-12-21
300000825,20,HT-1055,,EUR,235.62,198,37.62,2,EA,2015-07-19
300000826,10,HT-1500,,EUR,11900,10000,1900,2,EA,2015-04-22
300000826,20,HT-1055,,EUR,117.81,99,18.81,1,EA,2015-09-05
300000827,10,HT-1500,,EUR,17850,15000,2850,3,EA,2015-04-02
300000827,20,HT-1055,,EUR,117.81,99,18.81,1,EA,2015-08-10
300000828,10,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-09-11
300000828,20,HT-1051,,USD,353.43,297,56.43,3,EA,2015-01-01
300000829,10,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-08-02
300000829,20,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-09-26
300000830,10,HT-1501,,JPY,17850,15000,2850,1,EA,2015-07-28
300000830,20,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-01-16
300000831,10,HT-1042,,EUR,1245.93,1047,198.93,3,EA,2015-08-23
300000831,20,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-06-21
300000832,10,HT-1501,,JPY,35700,30000,5700,2,EA,2015-02-02
300000832,20,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-05-04
300000833,10,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-01-10
300000833,20,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-08-27
300000834,10,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-02-22
300000834,20,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-11-09
300000835,10,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-10-31
300000835,20,HT-1502,,EUR,59500,50000,9500,2,EA,2015-06-23
300000836,10,HT-1500,,EUR,5950,5000,950,1,EA,2015-09-20
300000836,20,HT-1055,,EUR,353.43,297,56.43,3,EA,2015-12-06
300000837,10,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-05-22
300000837,20,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-04-21
300000838,10,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-08-13
300000838,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-10-01
300000839,10,HT-1501,,JPY,17850,15000,2850,1,EA,2015-12-14
300000839,20,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-05-06
300000840,10,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-08-17
300000840,20,HT-1051,,USD,235.62,198,37.62,2,EA,2014-12-26
300000841,10,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-08-28
300000841,20,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-04-06
300000842,10,HT-1502,,EUR,29750,25000,4750,1,EA,2015-11-03
300000842,20,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-02-21
300000843,10,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-05-11
300000843,20,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-09-21
300000844,10,HT-6130,,EUR,5208.63,4377,831.63,3,EA,2015-10-24
300000844,20,HT-1061,,EUR,8.33,7,1.33,1,EA,2015-06-30
300000845,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-09-11
300000845,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-02-22
300000846,10,HT-1502,,EUR,59500,50000,9500,2,EA,2015-08-23
300000846,20,HT-1060,,EUR,10.71,9,1.71,1,EA,2015-09-24
300000847,10,HT-1051,,USD,353.43,297,56.43,3,EA,2014-12-05
300000847,20,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-10-08
300000848,10,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-02-05
300000848,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-10-16
300000849,10,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-10-21
300000849,20,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-01-11
300000850,10,HT-8001,,GBP,1188.81,999,189.81,1,EA,2015-10-12
300000850,20,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-12-30
300000851,10,HT-1030,,EUR,547.4,460,87.4,2,EA,2015-05-03
300000851,20,HT-1111,,EUR,8.21,6.9,1.31,1,EA,2015-09-04
300000852,10,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-11-24
300000852,20,AD-1000,,CAD,0,0,0,1,EA,2015-11-14
300000853,10,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-01-21
300000853,20,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2015-03-11
300000854,10,HT-8002,,EUR,2853.62,2398,455.62,2,EA,2015-09-05
300000854,20,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-01-24
300000855,10,HT-1114,,USD,82.11,69,13.11,1,EA,2015-02-25
300000855,20,HT-8003,,USD,3303.44,2776,527.44,2,EA,2015-03-31
300000856,10,HT-1037,,MXN,5105.1,4290,815.1,3,EA,2015-12-28
300000856,20,HT-1116,,MXN,42.84,36,6.84,1,EA,2015-03-28
300000857,10,HT-1117,,EUR,90.44,76,14.44,2,EA,2015-08-23
300000857,20,HT-1040,,EUR,2963.1,2490,473.1,3,EA,2015-01-09
300000858,10,HT-1118,,ARS,188.02,158,30.02,2,EA,2015-11-09
300000858,20,HT-1041,,ARS,1166.2,980,186.2,2,EA,2015-08-21
300000859,10,HT-1112,,GBP,92.82,78,14.82,2,EA,2015-12-16
300000859,20,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-04-13
300000860,10,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2015-05-22
300000860,20,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-08-28
300000861,10,HT-1040,,EUR,987.7,830,157.7,1,EA,2015-09-29
300000861,20,HT-1117,,EUR,135.66,114,21.66,3,EA,2015-01-10
300000862,10,AD-1000,,CAD,0,0,0,2,EA,2015-03-31
300000862,20,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-09-29
300000863,10,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2014-12-06
300000863,20,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-06-25
300000864,10,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-09-14
300000864,20,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-05-18
300000865,10,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-09-22
300000865,20,HT-1114,,USD,164.22,138,26.22,2,EA,2015-09-09
300000866,10,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2015-07-13
300000866,20,HT-1117,,EUR,45.22,38,7.22,1,EA,2015-09-26
300000867,10,HT-1115,,CAD,49.98,42,7.98,1,EA,2015-04-02
300000867,20,AD-1000,,CAD,0,0,0,2,EA,2015-10-26
300000868,10,HT-1030,,EUR,821.1,690,131.1,3,EA,2015-03-18
300000868,20,HT-1111,,EUR,24.63,20.7,3.93,3,EA,2015-07-05
300000869,10,HT-1118,,ARS,282.03,237,45.03,3,EA,2015-11-03
300000869,20,HT-1041,,ARS,583.1,490,93.1,1,EA,2015-03-01
300000870,10,HT-1112,,GBP,92.82,78,14.82,2,EA,2015-12-18
300000870,20,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2014-12-13
300000871,10,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2015-07-26
300000871,20,HT-8000,,EUR,950.81,799,151.81,1,EA,2015-07-09
300000872,10,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2015-09-06
300000872,20,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2015-08-11
300000873,10,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-04-13
300000873,20,HT-1114,,USD,246.33,207,39.33,3,EA,2015-08-04
300000874,10,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-09-22
300000874,20,AD-1000,,CAD,0,0,0,3,EA,2015-10-17
300000875,10,HT-1037,,MXN,1701.7,1430,271.7,1,EA,2015-07-21
300000875,20,HT-1116,,MXN,85.68,72,13.68,2,EA,2015-10-13
300000876,10,HT-1037,,MXN,3403.4,2860,543.4,2,EA,2014-12-08
