HEADER.SALESORDERID,SALESORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,OPITEMPOS,QUANTITY,QUANTITYUNIT,DELIVERYDATE
500000649,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000649,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000650,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000650,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000651,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000651,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000652,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000652,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000653,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000653,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000654,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000654,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000655,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000655,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000656,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000656,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000657,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000657,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000658,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000658,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000659,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000659,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000660,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000660,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000661,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000661,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000662,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000662,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000663,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000663,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000664,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000664,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000665,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000665,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000666,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000666,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000667,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000667,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000668,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000668,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000669,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000669,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000670,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000670,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000671,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000671,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000672,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000672,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000673,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000673,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000674,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000674,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000675,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000675,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000676,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000676,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000677,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000677,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000678,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000678,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000679,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000679,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000680,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000680,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000681,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000681,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000682,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000682,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000683,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000683,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000684,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000684,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000685,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000685,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000686,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000686,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000687,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000687,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000688,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000688,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000689,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000689,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000690,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000690,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000691,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000691,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000692,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000692,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000693,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000693,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000694,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000694,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000695,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000695,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000696,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000696,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000697,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000697,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000698,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000698,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000699,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000699,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000700,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000700,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000701,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000701,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000702,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000702,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000703,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000703,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000704,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000704,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000705,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000705,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000706,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000706,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000707,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000707,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000708,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000708,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000709,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000709,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000710,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000710,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000711,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000711,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000712,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000712,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000713,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000713,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000714,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000714,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000715,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000715,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000716,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000716,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000717,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000717,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000718,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000718,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000719,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000719,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000720,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000720,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000721,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000721,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000722,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000722,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000723,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000723,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000724,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000724,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000725,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000725,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000726,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000726,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000727,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000727,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000728,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000728,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000729,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000729,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000730,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000730,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000731,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000731,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000732,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000732,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000733,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000733,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000734,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000734,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000735,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000735,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000736,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000736,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000737,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000737,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000738,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000738,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000739,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000739,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000740,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000740,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000741,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000741,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000742,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000742,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000743,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000743,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000744,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000744,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000745,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000746,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000746,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000747,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000747,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000748,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000748,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000749,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000749,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000750,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000750,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000751,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000751,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000752,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000752,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000753,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000753,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000754,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000754,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000755,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000755,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000756,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000756,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000757,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000757,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000758,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000758,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000759,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000759,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000760,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000760,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000761,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000761,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000762,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000762,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000763,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000763,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000764,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000764,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000765,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000765,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000766,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000766,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000767,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000767,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000768,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000768,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000769,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000769,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000770,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000770,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000771,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000771,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000772,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000772,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000773,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000773,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000774,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000774,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000775,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000775,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000776,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000776,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000777,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000777,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000778,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000778,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000779,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000779,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000780,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000780,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000781,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000781,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000782,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000782,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000783,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000783,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000784,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000784,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000785,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000785,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000786,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000786,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000787,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000787,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000788,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000788,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000789,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000789,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000790,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000790,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000791,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000791,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000792,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000792,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000793,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000793,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000794,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000794,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000795,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000795,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000796,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000796,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000797,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000797,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000798,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000798,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000799,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000799,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000800,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000800,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000801,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000801,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000802,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000802,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000803,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000803,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000804,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000804,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000805,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000805,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000806,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000806,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000807,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000807,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000808,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000808,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000809,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000809,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000810,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000810,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000811,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000811,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000812,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
